kunci jawaban,jawaban,score 1,score 2,score 3
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",- Data : sesuatu yang belum mempunyai arti bagi penerimanya dan masih memerlukan adanya suatu pengolahan - informasi : pesan ucapan kata dari orang Lain melalui komunikasi langsung maupun tidak langsung yang memiliki makna dan manfaat - Pengetahuan : informasi atau maklumat yang diketahui atau disadari oleh seseorang.,0.3,0.45,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","data adalah angka, gambar, video dll. informasi adalah kumpulan dari data. pengetahuan adalah kumpulan dari informasi yang sudah dibuktikan kebenarannya. ",0.38,0.45,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","Data adalah informasi dari sebuah fakta, informasih adalah data yang telah di olah dan keberadaanya sangat di butuhkan. Pengetauhan adalah sebuah informasi yang di dapat dari sebuah pristiwa. ",0.37,0.45,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","Data adalah sesuatu yang belum mempunyai arti bagi penerimanya dan masih memerlukan adanya suatu pengolahan. Informasi adalah data yang telah diolah menjadi sebuah bentuk yang berarti bagi penerima dan bermanfaat dalam pengambilan keputusan baik untuk saat ini maupun yang akan datang. informasi adalah sesuatu yang dapat diketahui, namun ada pula yang menekankan informasi sebagai transfer pengetahuan. ",0.55,0.65,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. Informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu konteks tertentu. Pengetahuan adalah hasil pengolahan informasi sehingga menjadi bermanfaat. ,0.66,0.8,0.75
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","-Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. Contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut, dsb. -Informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu k",0.46,0.6,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","- Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. Contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut, dsb. - Informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu",0.47,0.6,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","-Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. Contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut. -Informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu kontek",0.46,0.6,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",- Data dari tiga sumber di atas dapat ditarik kesimpulan persamaan bahwa Data merupakan kumpulan dari beberapa fakta dan angka. - informasi dari tiga sumber di atas dapat ditarik kesimpulan persamaan dari informasi adalah sama – sama memiliki proses Dalam menghantarkan (mengirim) Data atau pesan. - Pengetahuan dari tiga sumber di atas dapat ditarik kesimpulan persamaan dari Pengetahuan adalah informasi yang diterima oleh orang atau organisasi yang disadari dan dipahami.,0.4,0.55,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","- Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. Contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut, dsb. - Informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu",0.6,0.75,0.75
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",data merupakan sekumpulan informasi secara terstruktur. informasi menyediakan informasi secara lisan dan tertulis. pengetahuan berupa pemahaman suatu data ,0.26,0.35,0.25
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","data adalah sumber dari informasi, informasi kumpulan data yang bermakkna, pengetahuan adalah ilmu yang di dapatkan adari informasi ",0.35,0.45,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","Data adalah sumber dari informasi, informasi adalah kumpulan data yang bermakna, sedangkan pengetahuan adalah ilmu yang di dapat dari informasi. ",0.34,0.45,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",Data adalah sumber informasi informasi adalah sekumpulan data pengetahuan adalah ilmu yang didapat dari informasi ,0.3,0.4,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",data ' informasi data tidak sama dengan indormasi sendangkan pengetahuan adalah ilmu untuk mempelajari data dan informasi ,0.2,0.15,0.25
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",data : serangkaian fakta yang mewakili suatu kejadian informasi : hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu konteks tertentu pengetahuan : hasil pengolahan informasi sehingga menjadi bermanfaat. ,0.6,0.75,0.75
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","data adalah kumpulan informasi , informasi adalah sekumpulan data yang di dapat , pengetahuan adalah informasi yang didapat dari berbagai media ",0.3,0.55,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","data merupakan sekumpulan informasi, informasi merupakan hal hal yang bisa dimasukkan ke dalam data ",0.2,0.2,0.25
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.","data adalah bahan baku informasi, informasi adalah hasil pengolahan dan manipulasi data, pengetahuan adalah ilmu yang di dapat setelah kita menerima data dan informasi. ",0.3,0.45,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",Data adalah suatu rincian peristiwa yang belum di olah informasi adalah hasil pengelolaan data pengetahuan adalah hasil dari pengelolaan suatu informasi dan menjadi pengetahuan ,0.46,0.55,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. Informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu konteks tertentu. Pengetahuan adalah hasil pengolahan informasi sehingga menjadi bermanfaat. ,0.6,0.7,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",-Data adalah kumpulan informasi berupa angka ataupun huruf -informasi adalah Data - Pengetahuan merupakan sumber informasi yang berguna bagi masyarakat,0.4,0.5,0.5
"Data merupakan rangkaian fakta yang mewakili suatu kejadian, atau dapat di sebut dengan simbol yang terekam. Informasi adalah makna yang dapat di tafsirkan dari data. Pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman.",-Data adalah kumpulan informasi yang belum diolah -informasi adalah kumpulan Data yang sudah diolah dan saling berhubungan -Pengetahuan Pengetahuan atau kesimpulan yang diambih dari kumpulan informasi,0.45,0.5,0.5
- Mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual - Memisahkan barang elektronik sesuai komposisi bahannya - tidak membuang sembarangan sehingga karena dapat mencemari lingkungan - Dikembalikan kepada produsen elektronik,- Recycle yaitu mendaur ulang sesuatu atau mengolah kembali suatu barang yang sudah tidak digunakan agar bisa dimanfaatkan kembali. - Reuse adalah menggunakan kembali material atau bahan yang masih layak dipakai. - Reduce adalah konsep pengurangan atau Mengurangi pemakaian suatu material tertentu yang dianggap dapat Mengurangi produksi sampah dan tidak menyebabkan konsupsi berlebih.,0.25,0.35,0.25
- Mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual - Memisahkan barang elektronik sesuai komposisi bahannya - tidak membuang sembarangan sehingga karena dapat mencemari lingkungan - Dikembalikan kepada produsen elektronik,"dengan menerapkan program extended producer responsibility (EPR), suatu program dimana produser bertanggung jawab mengambil kembali (take back) produk-produk yang tidak terpakai. ",0.2,0.28,0.25
- Mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual - Memisahkan barang elektronik sesuai komposisi bahannya - tidak membuang sembarangan sehingga karena dapat mencemari lingkungan - Dikembalikan kepada produsen elektronik,"di daur ulang, memanfaatkan yang masih bisa di pakai, di pendam ",0.15,0.1,0.1
- Mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual - Memisahkan barang elektronik sesuai komposisi bahannya - tidak membuang sembarangan sehingga karena dapat mencemari lingkungan - Dikembalikan kepada produsen elektronik,1. Mendaur ulang. 2. Mengubah menjadi kerajinan tangan. 3. Memanfaatkan sparepart yang masih dapat digunakan. ,0.17,0.26,0.25
- Mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual - Memisahkan barang elektronik sesuai komposisi bahannya - tidak membuang sembarangan sehingga karena dapat mencemari lingkungan - Dikembalikan kepada produsen elektronik,dibuang di tempatnya ,0.08,0.05,0.1
- Mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual - Memisahkan barang elektronik sesuai komposisi bahannya - tidak membuang sembarangan sehingga karena dapat mencemari lingkungan - Dikembalikan kepada produsen elektronik,"Melihat komposisi material dari produk elektronik ini, kita bisa simpulkan bahwa nilai ekonomisnya sangat tinggi. Beberapa material bisa didaur ulang seperti plastik, baik itu untuk menghasilkan bahan baku plastik kembali ataupun diolah untuk menghasilkan bahan bakar setara dengan bensin dan solar, kemudian aneka macam logam seperti besi, tembaga, aluminium tentunya sangat bernilai ekonomis tinggi kalau bisa dimanfaatkan lagi, belum lagi beberapa logam dalam jumlah yang kecil tetapi sangat bernilai seperti perak dan emas tentunya menjadikan daur ulang ini sangat menjanjikan ke depannya. ",0.4,0.55,0.5
- Mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual - Memisahkan barang elektronik sesuai komposisi bahannya - tidak membuang sembarangan sehingga karena dapat mencemari lingkungan - Dikembalikan kepada produsen elektronik,"meningkatkan umur suatu produk, mendaur ulang produk yang tidak terpakai secara benar, mengekspor ke negara maju untuk dikembangkan ",0.2,0.3,0.25
